taxonKey,vernacularName,language,source,sourceTaxonKey,preferred,country,area
2685479,Abete di Santa Lucia,ita,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Bristlecone fir,eng,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Bristlecone fir,eng,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Grannen-Tanne,deu,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Grannen-Tanne,deu,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Santa Lucia fir,,NCBI Taxonomy,103018707,NA,NA,NA
2685479,Santa Lucia fir,eng,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Santa Lucia fir,eng,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Santa Lucia fir,eng,Integrated Taxonomic Information System (ITIS),102190417,NA,NA,NA
2685479,Szanta Lucsia-hegységi jegenyefenyo,hun,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,bristle-cone fir,,NCBI Taxonomy,103018707,NA,NA,NA
2685479,bristlecone fir,eng,GRIN Taxonomy,101400602,NA,NA,NA
2685479,bristlecone fir,eng,Integrated Taxonomic Information System (ITIS),102190417,NA,NA,NA
2685479,sapin de Santa Lucia,fra,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,sapin à bractées,fra,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,silver fir,eng,Integrated Taxonomic Information System (ITIS),102190417,NA,NA,NA
2685479,пихта прицветниковая (pikhta pricvetnikovaya),rus,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,硬苞冷杉 (ying bao leng shan),zho,Catalogue of Life Checklist,175152606,NA,NA,NA
2685479,Santa Lucia Fir,eng,The IUCN Red List of Threatened Species,176755216,TRUE,NA,NA
2685479,Bristlecone Fir,eng,The IUCN Red List of Threatened Species,176755216,FALSE,NA,NA
2685580,Abete del Colorado,ita,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Balsam Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,California White Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,California white fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,California white fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Colorado Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,Colorado White Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,Colorado fir,,NCBI Taxonomy,103018714,NA,NA,NA
2685580,Colorado fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Colorado fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Colorado fir,eng,GRIN Taxonomy,101400607,NA,NA,NA
2685580,Colorado fir,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,Colorado white fir,eng,GRIN Taxonomy,101400607,NA,NA,NA
2685580,Colorado zilverspar,nld,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Concolor Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,Grautanne,deu,GRIN Taxonomy,101400607,NA,NA,NA
2685580,Kolorado-Tanne,deu,"Taxon list of vascular plants from Bavaria, Germany compiled in the context of the BFL project",116804206,NA,DE,NA
2685580,Kolorado-Tanne,deu,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Kolorado-Tanne,deu,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Kolorado-Tanne,deu,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Kolorádoi jegenyefenyo,hun,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Langnålet ædelgran,dan,National checklist of all species occurring in Denmark,168572527,NA,DK,NA
2685580,Low'S Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,Low's fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Silbertanne,deu,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,Silver Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,Vienkräsas baltegle,lav,DAISIE - Inventory of alien invasive species in Europe,159500222,NA,NA,NA
2685580,White Balsam,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,White Fir,eng,Checklist of Vermont Species,160788824,NA,US,NA
2685580,White fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,White fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,White fir,eng,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,abete concolore,ita,GRIN Taxonomy,101400607,NA,NA,NA
2685580,abeto de Colorado,spa,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,balsam fir,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,concolor fir,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,jedla srienistá,slk,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,jedle ojínená,ces,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,koloradska jela,,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,oyamel de California,spa,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,pinabete,spa,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,pino real blanco,spa,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,pino real blanco,spa,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,pino real blanco,spa,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,pino real blanco,spa,GRIN Taxonomy,101400607,NA,NA,NA
2685580,sapin concolore,fra,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,sapin concolore,fra,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,sapin du Colorado,fra,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,sapin du Colorado,fra,Catalogue of Life Checklist,171912362,NA,NA,NA
2685580,silver fir,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,silver fir,eng,GRIN Taxonomy,101400607,NA,NA,NA
2685580,white balsam,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,white fir,eng,GRIN Taxonomy,101400607,NA,NA,NA
2685580,white fir,eng,Integrated Taxonomic Information System (ITIS),102190421,NA,NA,NA
2685580,Colorado White-Fir,eng,Checklist of Vermont Species,160788824,TRUE,US,NA
2685580,Colorado White-fir,eng,United Kingdom Species Inventory (UKSI),180134189,TRUE,NA,NA
2685580,Coloradozilverspar,nld,Checklist Dutch Species Register - Nederlands Soortenregister,152470587,TRUE,NA,NA
2685580,White Fir,eng,The IUCN Red List of Threatened Species,176755137,TRUE,NA,NA
2685580,coloradogran,swe,Dyntaxa. Svensk taxonomisk databas,160006040,TRUE,SE,NA
2685580,California White Fir,eng,The IUCN Red List of Threatened Species,176755137,FALSE,NA,NA
2685580,Colorado Fir,eng,The IUCN Red List of Threatened Species,176755137,FALSE,NA,NA
2685580,Colorado White-Fir,eng,United Kingdom Species Inventory (UKSI),180134189,FALSE,NA,NA
2685580,Low's Fir,eng,United Kingdom Species Inventory (UKSI),180134189,FALSE,NA,NA
2685580,Low's Fir,eng,The IUCN Red List of Threatened Species,176755137,FALSE,NA,NA
2685580,kalifornisk ädelgran,swe,Dyntaxa. Svensk taxonomisk databas,160006040,FALSE,SE,NA
2685580,koloradogran,swe,Dyntaxa. Svensk taxonomisk databas,160006040,FALSE,SE,NA
2685414,Abete giapponese,ita,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Japanese fir,,NCBI Taxonomy,103018747,NA,NA,NA
2685414,Japanese fir,eng,GRIN Taxonomy,101400626,NA,NA,NA
2685414,Japanse zilverspar,nld,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi fir,eng,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi fir,eng,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi fir,eng,"Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)",193826441,NA,US,conterminous 48 United States
2685414,Momi fir,eng,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi-Tanne,deu,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi-Tanne,deu,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momi-jegenyefenyo,hun,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,Momitanne,deu,GRIN Taxonomy,101400626,NA,NA,NA
2685414,ilbonjeonnamu,,GRIN Taxonomy,101400626,NA,NA,NA
2685414,momi fir,eng,GRIN Taxonomy,101400626,NA,NA,NA
2685414,momi fir,,NCBI Taxonomy,103018747,NA,NA,NA
2685414,momi jela,,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,momigran,swe,GRIN Taxonomy,101400626,NA,NA,NA
2685414,sapin du Japon,fra,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,пихта японская (pikhta yaponskaya),rus,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,モミ (momi),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,モミ (momi),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,モミノキ (momi-noki),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,モミノキ (momi-noki),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,日本冷杉 (ri ben leng shan),zho,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,樅 (momi),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,樅 (momi),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,樅の木 (momi-noki),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,樅の木 (momi-noki),,Catalogue of Life Checklist,171912273,NA,NA,NA
2685414,일본젓나무,,Korean Peninsula Flora,124485357,NA,NA,NA
2685414,Momi Fir,eng,The IUCN Red List of Threatened Species,176755129,TRUE,NA,NA
2685414,Momi Fir,eng,United Kingdom Species Inventory (UKSI),180134221,TRUE,NA,NA
2685414,momiedelgran,nno,NA,168083560,TRUE,NO,NA
2685414,momiedelgran,nob,NA,168083560,TRUE,NO,NA
2685414,momigran,swe,Dyntaxa. Svensk taxonomisk databas,182065888,TRUE,SE,NA
2685414,Momi,jpn,The IUCN Red List of Threatened Species,176755129,FALSE,NA,NA
2685414,Momi-Noki,jpn,The IUCN Red List of Threatened Species,176755129,FALSE,NA,NA
2685361,Abete bianco americano,ita,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Giant Fir,eng,DAISIE - Inventory of alien invasive species in Europe,159500235,NA,NA,NA
2685361,Giant fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Giant fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grand fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grand fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grand fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grand fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grandis,dan,National checklist of all species occurring in Denmark,168572538,NA,DK,NA
2685361,Grosse Küsten-Tanne,deu,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Grosse Küsten-Tanne,deu,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Kalifornische Küstentanne,deu,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Kjempeedelgran,nor,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Kæmpe-ædelgran,dan,National checklist of all species occurring in Denmark,168572538,NA,DK,NA
2685361,Kæmpegran,dan,National checklist of all species occurring in Denmark,168572538,NA,DK,NA
2685361,Küsten-Tanne,deu,"Taxon list of vascular plants from Bavaria, Germany compiled in the context of the BFL project",116804204,NA,DE,NA
2685361,Lowland fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Lowland white fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Lowland white fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Parti jegenyefenyo,hun,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Reuzen zilverspar,nld,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Riesentanne,deu,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Riesentanne,deu,GRIN Taxonomy,101400611,NA,NA,NA
2685361,Riesentanne,deu,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Sapin de Vancouver,fra,DAISIE - Inventory of alien invasive species in Europe,159500235,NA,NA,NA
2685361,Sapin géant,fra,DAISIE - Inventory of alien invasive species in Europe,159500235,NA,NA,NA
2685361,Yellow fir,eng,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,abete di Vancouver,ita,GRIN Taxonomy,101400611,NA,NA,NA
2685361,abeto gigante,spa,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,giant fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,giant fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,gorostasna jela,,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,grand fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,grand fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,grand fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,jedle obrovská,ces,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,lowland fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,lowland fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,lowland white fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,lowland white fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,lowland white fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,sapin de Vancouver,fra,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,sapin de Vancouver,fra,GRIN Taxonomy,101400611,NA,NA,NA
2685361,sapin de Vancouver,fra,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,sapin grandissime,fra,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,sapin grandissime,fra,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,silver fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,silver fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,silver fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,white fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,white fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,white fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,yellow fir,eng,GRIN Taxonomy,101400611,NA,NA,NA
2685361,yellow fir,,NCBI Taxonomy,103018756,NA,NA,NA
2685361,yellow fir,eng,Integrated Taxonomic Information System (ITIS),102190425,NA,NA,NA
2685361,Óriás jegenyefenyo,hun,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,пихта большая,rus,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,北美冷杉 (bei mei leng shan),zho,Catalogue of Life Checklist,171912197,NA,NA,NA
2685361,Giant Fir,eng,United Kingdom Species Inventory (UKSI),180134177,TRUE,NA,NA
2685361,Grand Fir,eng,The IUCN Red List of Threatened Species,176755122,TRUE,NA,NA
2685361,Reuzenzilverspar,nld,Checklist Dutch Species Register - Nederlands Soortenregister,152470585,TRUE,NA,NA
2685361,grand fir,eng,Database of Vascular Plants of Canada (VASCAN),100028148,TRUE,NA,NA
2685361,kustgran,swe,Dyntaxa. Svensk taxonomisk databas,160006036,TRUE,SE,NA
2685361,sapin grandissime,fra,Database of Vascular Plants of Canada (VASCAN),100028148,TRUE,NA,NA
2685361,Ffynidwydden Fawr,cym,United Kingdom Species Inventory (UKSI),180134177,FALSE,NA,NA
2685361,Ffynidwydden Fawr,cym,United Kingdom Species Inventory (UKSI),180134177,FALSE,NA,NA
2685361,Giant Fir,eng,The IUCN Red List of Threatened Species,176755122,FALSE,NA,NA
2685361,Grand Fir,eng,United Kingdom Species Inventory (UKSI),180134177,FALSE,NA,NA
2685361,Lowland Fir,eng,The IUCN Red List of Threatened Species,176755122,FALSE,NA,NA
2685361,lowland fir,eng,Database of Vascular Plants of Canada (VASCAN),100028148,FALSE,NA,NA
2685361,lowland white fir,eng,Database of Vascular Plants of Canada (VASCAN),100028148,FALSE,NA,NA
2685361,sapin de Vancouver,fra,Database of Vascular Plants of Canada (VASCAN),100028148,FALSE,NA,NA
2685681,Abete della Corea,ita,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Corean fir,eng,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korea-Tanne,deu,"Taxon list of vascular plants from Bavaria, Germany compiled in the context of the BFL project",116804190,NA,DE,NA
2685681,Korea-Tanne,deu,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korea-Tanne,deu,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Koreaanse zilverspar,nld,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Koreai jegenyefenyo,hun,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korean fir,,The Woody Plants of Korea (한국의 수목),114207551,NA,NA,NA
2685681,Korean fir,eng,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korean fir,eng,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korean fir,eng,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korean fir,eng,GRIN Taxonomy,101400579,NA,NA,NA
2685681,abeto coreano,spa,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,koreagran,swe,GRIN Taxonomy,101400579,NA,NA,NA
2685681,koreanische Tanne,deu,GRIN Taxonomy,101400579,NA,NA,NA
2685681,sapin coréen,fra,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,пихта корейская (pikhta korejskaya),rus,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,朝鲜冷杉 (chao xian leng shan),zho,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,구상나무,,Korean Peninsula Flora,124485397,NA,NA,NA
2685681,구상나무,,The Woody Plants of Korea (한국의 수목),114207551,NA,NA,NA
2685681,굿앙남우 (kusang namu),,Catalogue of Life Checklist,171912104,NA,NA,NA
2685681,Korean Fir,eng,The IUCN Red List of Threatened Species,176755215,TRUE,NA,NA
2685681,Korean Fir,eng,United Kingdom Species Inventory (UKSI),180134170,TRUE,NA,NA
2685681,koreaedelgran,nob,NA,168083566,TRUE,NO,NA
2685681,koreaedelgran,nno,NA,168083566,TRUE,NO,NA
2685681,koreagran,swe,Dyntaxa. Svensk taxonomisk databas,160005998,TRUE,SE,NA
2685681,Gu-sang-na-mu,kor,The IUCN Red List of Threatened Species,176755215,FALSE,NA,NA
2685681,koreansk edelgran,nob,NA,168083566,FALSE,NO,NA
2685313,Abete delle rocce,ita,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Alpen zilverspar,nld,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Alpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Alpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Alpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Felsengebirgs-Tanne,deu,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Felsengebirgs-Tanne,deu,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Felsengebirgs-Tanne,deu,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Fjelledelgran,nor,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Klippe-ædelgran,dan,National checklist of all species occurring in Denmark,168572534,NA,DK,NA
2685313,Rocky Mountain fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Rocky Mountain fir,,NCBI Taxonomy,103018774,NA,NA,NA
2685313,Rocky Mountain fir,eng,Integrated Taxonomic Information System (ITIS),102190434,NA,NA,NA
2685313,Rocky Mountain fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Rocky Mountain fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Rocky Mountain fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Subalpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Subalpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Subalpine fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Sziklás-hegységi jegenyefenyo,hun,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Western balsam fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Western balsam fir,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,White balsam,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,White balsam,eng,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,abete lasiocarpo,ita,GRIN Taxonomy,101400580,NA,NA,NA
2685313,alpine fir,,NCBI Taxonomy,103018774,NA,NA,NA
2685313,alpine fir,eng,GRIN Taxonomy,101400580,NA,NA,NA
2685313,balsam fir,eng,Integrated Taxonomic Information System (ITIS),102190434,NA,NA,NA
2685313,berggran,swe,GRIN Taxonomy,101400580,NA,NA,NA
2685313,jela Stjenovitih planina,,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,mountain balsam fir,,NCBI Taxonomy,103018774,NA,NA,NA
2685313,pino real blanco de las sierras,spa,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,sapin concolore,fra,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,sapin concolore,fra,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,sapin concolore,fra,GRIN Taxonomy,101400580,NA,NA,NA
2685313,sapin subalpin,fra,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,subalpine fir,,NCBI Taxonomy,103018774,NA,NA,NA
2685313,subalpine fir,eng,GRIN Taxonomy,101400580,NA,NA,NA
2685313,subalpine fir,eng,Integrated Taxonomic Information System (ITIS),102190434,NA,NA,NA
2685313,western balsam fir,eng,Integrated Taxonomic Information System (ITIS),102190434,NA,NA,NA
2685313,white balsam,eng,Integrated Taxonomic Information System (ITIS),102190434,NA,NA,NA
2685313,пихта шершавплодная (pikhta shershavplodnaya),rus,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,落蒺山冷杉 (luo ji shan leng shan),zho,Catalogue of Life Checklist,171912071,NA,NA,NA
2685313,Subalpine Fir,eng,United Kingdom Species Inventory (UKSI),180134217,TRUE,NA,NA
2685313,Subalpine Fir,eng,The IUCN Red List of Threatened Species,176755119,TRUE,NA,NA
2685313,berggran,swe,Dyntaxa. Svensk taxonomisk databas,160006031,TRUE,SE,NA
2685313,sapin subalpin,fra,Database of Vascular Plants of Canada (VASCAN),100028144,TRUE,NA,NA
2685313,subalpine fir,eng,Database of Vascular Plants of Canada (VASCAN),100028144,TRUE,NA,NA
2685313,Alpine Fur,eng,The IUCN Red List of Threatened Species,176755119,FALSE,NA,NA
2685313,alpine fir,eng,Database of Vascular Plants of Canada (VASCAN),100028144,FALSE,NA,NA
2685313,korkgran,swe,Dyntaxa. Svensk taxonomisk databas,160006031,FALSE,SE,NA
2685313,sapin de montagne,fra,Database of Vascular Plants of Canada (VASCAN),100028144,FALSE,NA,NA
2685422,Abete rosso di California,ita,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,California red fir,,NCBI Taxonomy,103018782,NA,NA,NA
2685422,California red fir,eng,GRIN Taxonomy,101400641,NA,NA,NA
2685422,California red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,California red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,California red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,California red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,California red fir,eng,Integrated Taxonomic Information System (ITIS),102190446,NA,NA,NA
2685422,Golden fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Kalifornische Rot-Tanne,deu,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Pracht-Tanne,deu,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Pracht-Tanne,deu,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Rode zilverspar,nld,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Shasta fir,eng,Integrated Taxonomic Information System (ITIS),102190446,NA,NA,NA
2685422,Shasta fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Shasta red fir,eng,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Shasta red fir,eng,Integrated Taxonomic Information System (ITIS),102190446,NA,NA,NA
2685422,abete magnifico,ita,GRIN Taxonomy,101400641,NA,NA,NA
2685422,golden fir,eng,Integrated Taxonomic Information System (ITIS),102190446,NA,NA,NA
2685422,praktgran,swe,GRIN Taxonomy,101400641,NA,NA,NA
2685422,red fir,,NCBI Taxonomy,103018782,NA,NA,NA
2685422,red fir,eng,GRIN Taxonomy,101400641,NA,NA,NA
2685422,sapin magnifique,fra,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,sapin rouge californien,fra,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,silvertip fir,eng,Integrated Taxonomic Information System (ITIS),102190446,NA,NA,NA
2685422,velebna jela,,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Óriástobozú jegenyefenyo,hun,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,пихта величественная (pikhta velichestvennaya),rus,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,加州红冷杉 (jia zhou hong leng shan),zho,Catalogue of Life Checklist,175152536,NA,NA,NA
2685422,Red Fir,eng,The IUCN Red List of Threatened Species,176755155,TRUE,NA,NA
2685422,praktedelgran,nno,NA,168083555,TRUE,NO,NA
2685422,praktedelgran,nob,NA,168083555,TRUE,NO,NA
2685422,praktgran,swe,Dyntaxa. Svensk taxonomisk databas,182065886,TRUE,SE,NA
2685422,California Red Fir,eng,The IUCN Red List of Threatened Species,176755155,FALSE,NA,NA
2685552,Abete del Caucaso,ita,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Abete di Nordmann,ita,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Caucasian Fir,eng,DAISIE - Inventory of alien invasive species in Europe,159500231,NA,NA,NA
2685552,Caucasian fir,eng,GRIN Taxonomy,101400555,NA,NA,NA
2685552,Caucasian fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Caucasian fir,,NCBI Taxonomy,103018794,NA,NA,NA
2685552,Caucasian fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Caucasian fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Dogu karadeniz köknan,tur,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Kaukasische Tanne,deu,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Kaukázusi jegenyefenyo,hun,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Kaukäza baltegle,lav,DAISIE - Inventory of alien invasive species in Europe,159500231,NA,NA,NA
2685552,Nordmann Christmastree,eng,GRIN Taxonomy,101400555,NA,NA,NA
2685552,Nordmann fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Nordmann fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
2685552,Nordmann fir,eng,GRIN Taxonomy,101400555,NA,NA,NA
2685552,Nordmann fir,eng,Catalogue of Life Checklist,175152453,NA,NA,NA
